source_order,column,family,meaning,causal_availability,fold_local_selection
0,dataset,key,row identity,index only; never a learned numeric input,identity only
760,rc_nc_r56_back_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
761,rc_nc_r56_back_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
762,rc_nc_r56_back_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
763,rc_nc_r56_back_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
764,rc_nc_r56_back_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
765,rc_nc_r56_back_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
766,rc_nc_r56_back_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
767,rc_nc_r56_back_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
768,rc_nc_r56_back_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
769,rc_nc_r56_back_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
770,rc_nc_r56_back_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
771,rc_nc_r56_back_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
772,rc_nc_r56_back_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
773,rc_nc_r56_back_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
774,rc_nc_r56_back_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
775,rc_nc_r56_left_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
776,rc_nc_r56_left_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
777,rc_nc_r56_left_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
778,rc_nc_r56_left_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
779,rc_nc_r56_left_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
780,rc_nc_r56_left_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
781,rc_nc_r56_left_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
782,rc_nc_r56_left_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
783,rc_nc_r56_left_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
784,rc_nc_r56_left_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
785,rc_nc_r56_left_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
786,rc_nc_r56_left_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
787,rc_nc_r56_left_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
788,rc_nc_r56_left_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
789,rc_nc_r56_left_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
790,rc_nc_r56_left_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
791,rc_nc_r56_left_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
792,rc_nc_r56_left_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
793,rc_nc_r56_right_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
794,rc_nc_r56_right_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
795,rc_nc_r56_right_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
796,rc_nc_r56_right_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
797,rc_nc_r56_right_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
798,rc_nc_r56_right_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
799,rc_nc_r56_right_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
800,rc_nc_r56_right_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
801,rc_nc_r56_right_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
802,rc_nc_r56_right_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
803,rc_nc_r56_right_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
804,rc_nc_r56_right_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
805,rc_nc_r56_right_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
806,rc_nc_r56_right_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
807,rc_nc_r56_right_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
808,rc_nc_r56_right_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
809,rc_nc_r56_right_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
810,rc_nc_r56_right_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
811,rc_nc_r56_front_minus_back_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
812,rc_nc_r56_front_minus_back_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
813,rc_nc_r56_front_minus_back_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
814,rc_nc_r56_front_minus_back_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
815,rc_nc_r56_front_minus_back_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
816,rc_nc_r56_front_minus_back_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
817,rc_nc_r56_left_minus_right_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
818,rc_nc_r56_left_minus_right_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
819,rc_nc_r56_left_minus_right_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
820,rc_nc_r56_left_minus_right_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
821,rc_nc_r56_left_minus_right_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
822,rc_nc_r56_left_minus_right_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
823,rc_c_r96_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
824,rc_c_r96_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
825,rc_c_r96_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
826,rc_c_r96_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
827,rc_c_r96_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
828,rc_c_r96_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
829,rc_c_r96_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
830,rc_c_r96_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
831,rc_c_r96_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
832,rc_c_r96_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
833,rc_c_r96_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
834,rc_c_r96_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
835,rc_c_r96_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
836,rc_c_r96_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
837,rc_c_r96_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
838,rc_c_r96_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
839,rc_c_r96_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
840,rc_c_r96_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
841,rc_nc_r96_front_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
842,rc_nc_r96_front_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
843,rc_nc_r96_front_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
844,rc_nc_r96_front_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
845,rc_nc_r96_front_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
846,rc_nc_r96_front_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
847,rc_nc_r96_front_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
848,rc_nc_r96_front_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
849,rc_nc_r96_front_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
850,rc_nc_r96_front_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
851,rc_nc_r96_front_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
852,rc_nc_r96_front_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
853,rc_nc_r96_front_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
854,rc_nc_r96_front_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
855,rc_nc_r96_front_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
856,rc_nc_r96_front_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
857,rc_nc_r96_front_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
858,rc_nc_r96_front_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
859,rc_nc_r96_back_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
860,rc_nc_r96_back_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
861,rc_nc_r96_back_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
862,rc_nc_r96_back_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
863,rc_nc_r96_back_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
864,rc_nc_r96_back_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
865,rc_nc_r96_back_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
866,rc_nc_r96_back_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
867,rc_nc_r96_back_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
868,rc_nc_r96_back_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
869,rc_nc_r96_back_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
870,rc_nc_r96_back_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
871,rc_nc_r96_back_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
872,rc_nc_r96_back_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
873,rc_nc_r96_back_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
874,rc_nc_r96_back_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
875,rc_nc_r96_back_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
876,rc_nc_r96_back_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
877,rc_nc_r96_left_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
878,rc_nc_r96_left_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
879,rc_nc_r96_left_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
880,rc_nc_r96_left_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
881,rc_nc_r96_left_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
882,rc_nc_r96_left_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
883,rc_nc_r96_left_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
884,rc_nc_r96_left_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
885,rc_nc_r96_left_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
886,rc_nc_r96_left_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
887,rc_nc_r96_left_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
888,rc_nc_r96_left_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
889,rc_nc_r96_left_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
890,rc_nc_r96_left_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
891,rc_nc_r96_left_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
892,rc_nc_r96_left_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
893,rc_nc_r96_left_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
894,rc_nc_r96_left_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
895,rc_nc_r96_right_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
896,rc_nc_r96_right_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
897,rc_nc_r96_right_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
898,rc_nc_r96_right_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
899,rc_nc_r96_right_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
900,rc_nc_r96_right_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
901,rc_nc_r96_right_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
902,rc_nc_r96_right_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
903,rc_nc_r96_right_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
904,rc_nc_r96_right_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
905,rc_nc_r96_right_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
906,rc_nc_r96_right_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
907,rc_nc_r96_right_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
908,rc_nc_r96_right_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
909,rc_nc_r96_right_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
910,rc_nc_r96_right_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
911,rc_nc_r96_right_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
912,rc_nc_r96_right_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
913,rc_nc_r96_front_minus_back_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
914,rc_nc_r96_front_minus_back_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
915,rc_nc_r96_front_minus_back_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
916,rc_nc_r96_front_minus_back_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
917,rc_nc_r96_front_minus_back_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
918,rc_nc_r96_front_minus_back_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
919,rc_nc_r96_left_minus_right_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
920,rc_nc_r96_left_minus_right_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
921,rc_nc_r96_left_minus_right_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
922,rc_nc_r96_left_minus_right_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
923,rc_nc_r96_left_minus_right_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
924,rc_nc_r96_left_minus_right_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
925,rc_lag1_has,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
926,rc_lag1_r24_delta_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
927,rc_lag1_r24_delta_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
928,rc_lag1_r24_delta_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
929,rc_lag1_r24_delta_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
930,rc_lag1_r24_delta_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
931,rc_lag1_r24_delta_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
932,rc_lag1_r24_delta_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
933,rc_lag1_r24_delta_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
934,rc_lag1_r24_delta_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
935,rc_lag1_r24_delta_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
936,rc_lag1_r56_delta_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
937,rc_lag1_r56_delta_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
938,rc_lag1_r56_delta_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
939,rc_lag1_r56_delta_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
940,rc_lag1_r56_delta_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
941,rc_lag1_r56_delta_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
942,rc_lag1_r56_delta_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
